reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,Summary,has_images,day_part
1990-10-29T13:00:00Z,29/10/1990 13:00,28/09/2002,Paragould,AR,US,disk,3 minutes,180,"My freind and I seen a circular craft land.  It was there for at least a minute.  When it took off again, it made a loud howling noise.",FALSE,morning
1985-01-15T08:00:00Z,15/01/1985 08:00,28/09/2002,Wampum,PA,US,circle,30min,1800,3 bright round objects hovering on side of road during bad snowstorm,FALSE,night
1976-06-02T00:00:00Z,02/06/1976 00:00,01/04/2001,Niagara Falls,NY,US,flash,3 minutes,180,orange glowing object,FALSE,afternoon
1987-10-31T06:00:00Z,31/10/1987 06:00,30/08/2013,Pleasant Hill,CA,US,orb,3 minutes,180,Close Encounter With Low-Flying Glowing Orange Orb,FALSE,night
1993-06-16T02:30:00Z,16/06/1993 02:30,02/12/2000,Oshawa,ON,CA,triangle,3  minutes,180,"Three white lights, no sound, not moving above tree line, then vanishes with no trace, sound,or light!",FALSE,astronomical dusk
1978-08-08T04:00:00Z,08/08/1978 04:00,24/09/2003,Pecos,NM,US,disk,8 seconds,8,Carrier craft picks up scout ship,FALSE,astronomical dusk
1977-05-02T01:30:00Z,02/05/1977 01:30,18/02/2001,Freeland,MI,US,other,3-4 min.,240,stelth looking object. No sound & it hovered just 100-150 feet above us. Lights in a sequence on bottom.,FALSE,astronomical dusk
1994-03-03T05:15:00Z,03/03/1994 05:15,16/07/2006,Lindsborg,KS,US,triangle,10 seconds,10,Black Triangle with Slightly Askew Leading Edge,FALSE,night
1984-03-16T02:30:00Z,16/03/1984 02:30,07/08/2007,Greenville,VA,US,triangle,20 minites,1200,Seen 6 bright objects flying over mountains behind our house in v shape formation,FALSE,night
1984-09-16T07:00:00Z,16/09/1984 07:00,10/08/1999,Sterling,AK,US,light,20 minutes,1200,My friends & I were fishing at a lake(Paddle Lake) for a weekend on the Keni Peninsula in Alaska. The first evening Bob ******* & me wh,FALSE,night
1991-06-06T00:00:00Z,06/06/1991 00:00,19/10/1999,Brawley,CA,US,light,30 minutes,1800,At a rest area in southern California my family and I vidiotaped a number of orange lights above a water tower that didn't move that al,FALSE,afternoon
1975-09-09T19:00:00Z,09/09/1975 19:00,03/05/2000,Vineland,NJ,US,disk,10 minutes,600,"Broad daylight, at the People's Bank.  metallic silver saucer.  Wide band around center w/ rows of lights flashing different colors, ma",FALSE,afternoon
1990-06-30T12:30:00Z,30/06/1990 12:30,12/01/2012,Delhi,Delhi,IN,triangle,15 minutes,900,Triangle ufo seen with disco lights below,FALSE,afternoon
1990-09-02T01:00:00Z,02/09/1990 01:00,22/12/2022,Greensboro,NC,US,oval,2 minutes,120,Silent not moving with light beam,FALSE,astronomical dusk
1987-06-24T17:00:00Z,24/06/1987 17:00,07/01/2015,Manitowoc,WI,US,disk,20 seconds,20,"Two saucer-shaped objects at low-mid altitude, silver in color, moving eastward in broad daylight over the middle of town.",FALSE,morning
1990-06-01T16:00:00Z,01/06/1990 16:00,22/02/2005,Allentown,PA,US,other,1 minute,60,It was a clear day and warm.  I seen no lights on the object.  The size of it was astonishing.,FALSE,morning
1986-06-20T19:00:00Z,20/06/1986 19:00,24/06/2016,Meridian,MS,US,cylinder,10 seconds,10,"Silver cylinder craft flying silently, lower than normal air craft, rotating as it flew, with writing on the side (could not read it)",FALSE,afternoon
1989-07-16T04:00:00Z,16/07/1989 04:00,09/06/2009,Fresno,CA,US,fireball,1-2 min,120,Bright craft observed by two teenagers in fresno ca 1989,FALSE,nautical dusk
1994-06-01T22:00:00Z,01/06/1994 22:00,07/08/2007,Montgomery,AL,US,rectangle,5 min,300,Strange object over Montgomery Alabama,FALSE,afternoon
1991-01-15T01:30:00Z,15/01/1991 01:30,19/09/2002,Derry,NH,US,disk,2minutes,120,strange object hovering over tree line over old railroad bridge.,FALSE,night
1994-10-10T20:00:00Z,10/10/1994 20:00,12/12/2011,Mercedes,TX,US,cigar,1 hour,86400,ufo chased by fighter jet over Rio Grande Valley. Seen on news,FALSE,afternoon
1987-10-12T23:30:00Z,12/10/1987 23:30,03/02/2017,Essex Junction,VT,US,circle,20 seconds,20,"A large orang/red  6ft diameter sphere aproached, hovered and slowley left the area of my patrol car at IBM Essex Junction, VT.",FALSE,astronomical dusk
1992-10-23T13:00:00Z,23/10/1992 13:00,15/05/2006,Orange Park,FL,US,circle,5 minutes,300,Military hiding UFO at training camp.,FALSE,morning
1975-06-07T02:00:00Z,07/06/1975 02:00,07/12/2006,Lexington,KY,US,circle,20 minutes,1200,laser lights in kentucky,FALSE,nautical dusk
1986-06-13T05:20:00Z,13/06/1986 05:20,22/08/2014,Val-d'Or,QC,CA,cigar,15 minutes,900,"UFO sighted by 5 in woods, it had multi-coulored, flashing lights and went from a horizontal position to a vertical position while obse",FALSE,NA
1993-08-15T21:30:00Z,15/08/1993 21:30,16/07/2003,Haarlem,North Holland,NL,formation,approx. 15 min.,900,"Two circles of white 'cloudy' balls (rotating in opposite directions), no sound.",FALSE,astronomical dusk
1978-07-16T02:00:00Z,16/07/1978 02:00,23/12/2002,Jarabacoa,La Vega,DO,cigar,1-2 mins,120,UFO Sight in the Domincan Republic,FALSE,night
1979-08-15T07:00:00Z,15/08/1979 07:00,07/08/2007,La Habra,CA,US,oval,30:00min,1800,"OVAL ORANGE AND GREEN UFO OVER LA,HABRA CA. 90631",FALSE,night
1978-07-27T03:00:00Z,27/07/1978 03:00,01/04/2000,Union,MO,US,light,minute,60,Three witnesses reported seeing a unusually bright white light cross the sky moving east to west...,FALSE,astronomical dusk
1976-07-16T02:00:00Z,16/07/1976 02:00,01/02/2007,Silverthorne,CO,US,disk,10 seconds,10,"a light appeared to my left and a metalic object suddenly appeared, saucer shaped",FALSE,afternoon
1983-06-16T00:00:00Z,16/06/1983 00:00,30/08/2013,Amarillo,TX,US,triangle,10 minute,600,V shaped craft large lights silent huge and took ten minutes to pass covered sky.,FALSE,afternoon
1986-01-01T05:00:00Z,01/01/1986 05:00,06/05/2017,Lahaina,HI,US,orb,45+ minutes,2700,"Golden Orb was the only light hovering very low over the water, 1-mile from breakwater with siting ALL power went off",FALSE,nautical dusk
1978-03-29T06:45:00Z,29/03/1978 06:45,11/08/2017,Anchorage,AK,US,orb,7 minutes,420,"BRIGHT WHITE ORB:  (Silently Followed 2 Witnesses), Two Sharp Turns, Instant Mach Speed Departure.",FALSE,astronomical dusk
1975-01-15T22:00:00Z,15/01/1975 22:00,16/04/2005,Pipestone,MN,US,sphere,5 minutes,300,"1970's sighting of small UFO that hovered, maneuvered, split into two objects, then rejoined and flew off.",FALSE,NA
1992-06-11T04:00:00Z,11/06/1992 04:00,23/06/1999,Houston,TX,US,chevron,10 minutes,600,"it had about 6-8 red rights along the wings, no movement (stationary in one spot)above apt complex, look like a stealth bomber but larg",FALSE,night
1977-06-10T21:30:00Z,10/06/1977 21:30,09/09/2022,Asheville,NC,US,disk,10-15 seconds,15,It hovered above us several thousand feet maybe-metallic appearance about 30' wide and disk shaped,FALSE,afternoon
1984-12-16T03:00:00Z,16/12/1984 03:00,02/12/2000,Toronto,ON,CA,sphere,20 seconds,20,yellowish sphere appears/disappears,FALSE,night
1986-09-21T06:50:00Z,21/09/1986 06:50,20/11/2001,Tucson,AZ,US,unknown,10-20 sec,20,Paired blue halos ascend rapidly and silently.,FALSE,night
1981-11-29T06:30:00Z,29/11/1981 06:30,31/10/2003,Bartlesville,OK,US,unknown,several minutes,300,The cloaked figure with huges eyes was hovering between the bed and the door.,FALSE,night
1979-08-15T12:00:00Z,15/08/1979 12:00,31/10/2003,Iwakuni,Yamaguchi,JP,light,5-10 minutes,600,"Single strange light travels at great and varying speeds, making sharp turns and disappears into the moon.",FALSE,NA
1981-01-01T07:50:00Z,01/01/1981 07:50,20/02/2015,Los Angeles,CA,US,disk,1.3 hours,112320,"Daughter spotted ""plane on fire.""  We watched it hover; overhead low very little sound.",FALSE,night
1984-08-01T02:00:00Z,01/08/1984 02:00,09/04/2004,Middlebury,CT,US,other,15 minutes,900,"I-84 sighting summer Sunday July 31, 1984 at the arch bridge, Middlebury CT 10 pm 15 mins",FALSE,night
1993-06-01T17:00:00Z,01/06/1993 17:00,28/11/2007,Banja Luka,Srpska,BA,triangle,10 seconds,10,"1993 in Bosnia, triangle shaped craft with dim lights, flew very low but it was completely silent.",FALSE,afternoon
1991-12-11T02:30:00Z,11/12/1991 02:30,27/04/2004,Grand Rapids,MI,US,other,3.5 seconds,3.5,"hugh  triangulation of  lights,nine in all,traveling with stunning cooperation and velocity,all rotating,silently and quick!",FALSE,night
1994-06-21T04:00:00Z,21/06/1994 04:00,09/11/2004,Oroville,WA,US,triangle,2-3 min.,180,"White, Triangular shape",FALSE,NA
1994-11-12T03:00:00Z,12/11/1994 03:00,10/01/2009,Plymouth,IN,US,triangle,5 mins,300,1994 in Indiana- Black Triangle with white & red lights hovering then flying away quickly,FALSE,night
1989-04-20T00:00:00Z,20/04/1989 00:00,27/04/2007,New York City,NY,US,other,10 minutes,600,Weird collection of lights hovers over Manhattan in April 1989 then glides away,FALSE,nautical dusk
1976-06-15T08:00:00Z,15/06/1976 08:00,16/07/2003,Greenbush,MN,US,circle,15 min,900,was wakened to a slowly rotating circular object that  changed colors. Seen by my neighbor at the same time.,FALSE,NA
1983-10-02T00:00:00Z,02/10/1983 00:00,12/05/2009,Ayer,MA,US,unknown,20 seconds,20,Zero to top Speed Instantaneously,FALSE,night
1989-05-15T18:00:00Z,15/05/1989 18:00,28/08/2002,Hooksett,NH,US,unknown,2-3 minutes,180,"A strange, hovering craft making sharp turns.",FALSE,afternoon
1975-07-01T01:00:00Z,01/07/1975 01:00,12/12/2009,Windsor,NC,US,disk,2 minutes?,120,"Disk-shaped object with glowing red dome hovered a few feet from the ground, came close, then shot off.",FALSE,civil dusk
1978-06-02T01:00:00Z,02/06/1978 01:00,11/03/2006,Paterson,NJ,US,disk,2 minutes,120,UFO on the night of the Paterson Falls View Festival,FALSE,nautical dusk
1992-10-09T13:00:00Z,09/10/1992 13:00,20/11/2013,Seminole,TX,US,rectangle,30 seconds,30,I saw a UFO very clearly and can describe it to a tee.,FALSE,morning
1993-06-01T08:00:00Z,01/06/1993 08:00,04/04/2014,Bella Vista,CA,US,other,40 minutes,2400,"Aggressive, Levitating Metallic Alien Robot thing",FALSE,night
1991-08-12T02:30:00Z,12/08/1991 02:30,09/12/2003,Montreal,QC,CA,rectangle,approx 1 minute,60,"HBCCUFO CANADIAN REPORT:  A cube, or rectangular is shape and charcoal in color.",FALSE,night
1991-05-06T02:30:00Z,06/05/1991 02:30,28/08/2003,Grants,NM,US,light,2 minutes,120,bright light travelling normal speed stops above us for minutes then shoots off in nighttime NM sky.,FALSE,civil dusk
1988-10-15T22:45:00Z,15/10/1988 22:45,20/06/2019,Monrovia,CA,US,diamond,3 minutes,180,"Diamond or Pyramid shaped craft sighted in Los Angeles County, in the fall of 1988",FALSE,afternoon
1978-07-01T04:00:00Z,01/07/1978 04:00,05/08/2001,Oreland,PA,US,other,5 minutes,300,Electric Blue Half dome with possible alient encounter.,FALSE,night
1981-09-27T07:00:00Z,27/09/1981 07:00,10/07/2015,Wilson,OK,US,cylinder,20 minutes,1200,"Cylinder-shaped object hovering and darting, at a consistent 45-degree angle, observed for 20 minutes. No wings, no running lights.",FALSE,night
1978-08-12T05:00:00Z,12/08/1978 05:00,18/06/2004,Auburn,CA,US,unknown,15 minutes,900,The object hovered and dissapeared then came back several times.,FALSE,night
1985-06-16T04:00:00Z,16/06/1985 04:00,23/12/2013,Wichita,KS,US,circle,25 minutes,1500,"Massive fleet of amber green spheres flying in odd formation over Wichita, Kansas.",FALSE,astronomical dusk
1988-05-01T11:00:00Z,01/05/1988 11:00,05/12/2014,Meppel,Drenthe,NL,cone,1.5 seconds,1.5,"Orange, triangular cone, like a sharp edged shuttle with flat triangular surfaces, moving, stopping and accelerating quickly.",FALSE,morning
1981-01-01T08:01:00Z,01/01/1981 08:01,22/01/2004,El Cajon,CA,US,sphere,30 minute,1800,My husband and I were at home just bringing in the new year of 1981 watching the the ball drop in New York city having not even a glass,FALSE,night
1980-09-02T03:15:00Z,02/09/1980 03:15,26/04/2000,Hansville,WA,US,disk,20min,1200,"Spotted glowing disks off to east over Mukelto area.  They were pulsating. Suddenly flashed, blinked, rose straight up & half of them f",FALSE,civil dusk
1977-07-12T18:00:00Z,12/07/1977 18:00,31/10/2003,St. Petersburg,FL,US,disk,2 minutes,120,Rare sighting of ufo formation shadow on the ground.,FALSE,afternoon
1989-07-02T00:00:00Z,02/07/1989 00:00,29/09/2015,Walterboro,SC,US,circle,5 seconds,5,"Large black, circular U.F.O. in the night sky in the Summer of '89.",FALSE,afternoon
1991-05-15T10:05:00Z,15/05/1991 10:05,16/12/2005,Sparwood,BC,CA,light,5-6 minutes,360,I observed  three stationary interconected lights that changed intensity and made several right angle movements before moving off.,FALSE,astronomical dawn
1979-05-08T04:00:00Z,08/05/1979 04:00,09/09/2022,Mill Valley,CA,US,light,1-2 minutes,120,Silent white light slowly flew over my building.,FALSE,nautical dusk
1983-06-01T20:00:00Z,01/06/1983 20:00,05/04/2018,Detroit,MI,US,oval,15 minutes,900,"(Mid-1983) In my backyard on clear, warm afternoon day on East-side of Detroit with 2 friends, looking up we spotted an oval shaped UFO",FALSE,NA
1987-07-21T17:00:00Z,21/07/1987 17:00,10/01/2014,Gypsum,CO,US,oval,5 minutes,300,UFO near Gypsum and Eagle Colorado around 1987 - strange oval object hovers and speeds away,FALSE,morning
1988-08-15T03:00:00Z,15/08/1988 03:00,05/08/2012,Ottawa,ON,CA,sphere,5 hours,432000,"Procession of very large, multi-coloured craft.",FALSE,night
1991-06-01T22:00:00Z,01/06/1991 22:00,16/07/2003,Atlantic City,NJ,US,circle,10 mins,600,Three intensely bright red cirlcles in a triangular formation travelling in tanden as seemingly high speed,FALSE,afternoon
1994-04-23T05:00:00Z,23/04/1994 05:00,02/12/2000,Brampton,ON,CA,NA,2min,120,"The whole north west sky lit up.  Near Dorsett Park, facing North west at 1:00am in the morning.  There were very few clouds in the sky",FALSE,night
1990-07-02T04:00:00Z,02/07/1990 04:00,30/10/2006,Corte Madera,CA,US,fireball,7 min,420,stationary fireball changes color and redefines speed as it moves north,FALSE,civil dusk
1994-10-12T08:00:00Z,12/10/1994 08:00,14/11/2014,Oshawa,ON,CA,other,15 minutes,900,Boomerang.,FALSE,night
1989-11-25T23:30:00Z,25/11/1989 23:30,12/06/2002,New Haven,CT,US,cigar,20 min,1200,CIGAR SHAPE,FALSE,night
1978-01-09T11:30:00Z,09/01/1978 11:30,24/05/1999,Chatsworth,CA,US,circle,3 minutes,180,"One night I looked up and saw one ""star"" slowly move into another. 3 days later I saw a 15 foot wide orange circle.",FALSE,night
1980-06-02T02:00:00Z,02/06/1980 02:00,16/12/1999,Marlow Heights,MD,US,light,1 hour,86400,"Appeared to be a star moving at great speed, breaking up, disappearing then reappearing in another location.  Very erratic behavior.",FALSE,astronomical dusk
1981-11-30T20:00:00Z,30/11/1981 20:00,02/12/2000,Houston,TX,US,light,4 sec.,4,2:00PM Green ball of light that was about the size of a softball 15 ft above highway that passed us at a couple hundred miles an hour.,FALSE,afternoon
1988-08-16T00:00:00Z,16/08/1988 00:00,21/08/2011,Kingston,ON,CA,oval,3 hours,259200,"Multi-coloured large UFO seen low on horizon, Ontario, 1988",FALSE,afternoon
1982-10-09T19:00:00Z,09/10/1982 19:00,11/01/2002,Gisborne,Gisborne,NZ,disk,2min,120,gisborne nz 1982 wainui beach to sponge bay,FALSE,morning
1994-06-01T08:00:00Z,01/06/1994 08:00,14/12/2004,Raymore,MO,US,triangle,5-10min,600,4-5 lights & 1 large ship 10-11 years ago. Did you see it?,FALSE,night
1990-01-07T04:00:00Z,07/01/1990 04:00,24/08/2004,New Orleans,LA,US,disk,20 minutes,1200,"I was flying a Pan American A-300B4 (Airbus) from New York to Mexico City.  Our route took us directly over Biloxi, Mississippi and the",FALSE,night
1979-09-20T02:45:00Z,20/09/1979 02:45,12/12/2009,Baltimore,MD,US,light,1minute,60,saw three lights in a triangle shape as I looked to the left I saw a single light following the others,FALSE,night
1981-06-11T03:00:00Z,11/06/1981 03:00,16/07/2006,Hollywood,FL,US,oval,30 seconds,30,"A silent, slow moving oval craft followed my four diamond shaped objects.",FALSE,night
1979-06-15T11:30:00Z,15/06/1979 11:30,01/11/1998,Los Angeles,CA,US,unknown,2 minutes,120,"Metallic UFO seen hovering silently, directly over eastbound lanes.Light underneath shined UP onto craft-was being moved by humandoid s",FALSE,astronomical dawn
1984-11-01T23:30:00Z,01/11/1984 23:30,19/01/2005,Honey Grove,TX,US,disk,5 min,300,UFO in weat feild - Honey Grove - Texas,FALSE,afternoon
1993-06-05T01:10:00Z,05/06/1993 01:10,02/09/2005,Madison Heights,MI,US,cylinder,5 minutes,300,Most Spectacular U.F.O Sighting In History......,FALSE,civil dusk
1989-05-20T01:00:00Z,20/05/1989 01:00,02/03/2004,Quitman,MS,US,circle,1 hour,86400,Circular craft outlined with white lights left perfect ring of fire behind,FALSE,civil dusk
1991-10-01T22:00:00Z,01/10/1991 22:00,24/09/2012,Maryville,TN,US,cigar,5 minutes,300,"Silver, cigar shaped object north of downtown Maryville, TN in or around 1991",FALSE,afternoon
1977-04-18T03:00:00Z,18/04/1977 03:00,02/11/1999,Augusta,GA,US,rectangle,20 min +,1200,"As I reported in my first submission, I was standing guard, with a Pvt. Rodriguez.  And noticed a fireball similar to the one I witness",FALSE,night
1977-05-29T04:00:00Z,29/05/1977 04:00,11/07/2000,Los Angeles,CA,US,cigar,few seconds,3,I was only 6 but I'll never gorget the silent metal stick that silently flew over me as I waited in the car that night on my birthday.,FALSE,astronomical dusk
1988-06-16T04:00:00Z,16/06/1988 04:00,04/11/2002,Los Angeles,CA,US,diamond,20min,1200,Seeing this object so clearly and not able to describe it as I would like to convey what  we were seeing is difficult.,FALSE,nautical dusk
1977-06-15T06:00:00Z,15/06/1977 06:00,21/06/2000,Fort Worth,TX,US,sphere,1 minute,60,"Orange ball objects seen near Ft. Worth, Texas twenty three years ago.",FALSE,night
1993-02-01T08:30:00Z,01/02/1993 08:30,05/12/2001,Randolph,NJ,US,flash,3 sec's,3,"A STRANGE DARK BLUE HEAVY DENCE FLASH, my lungs felt very warm and I became light headed and my face was flush",FALSE,night
1989-12-18T03:00:00Z,18/12/1989 03:00,26/11/2003,Mosheim,TN,US,oval,5 minutes,300,Red Oval object in the mountains of Tennessee,FALSE,night
1985-08-01T07:00:00Z,01/08/1985 07:00,16/12/1999,Cimarron,NM,US,circle,fifteen minutes,900,three males observed a low altitude craft pass silently overhead and was then joined by three others in incredible aerial manuevers.  l,FALSE,night
