reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,Summary,has_images,day_part
1992-09-02T01:00:00Z,02/09/1992 01:00,31/07/2021,Moody,AL,US,triangle,1 minute,60,"Triangle UFO in early 90's chased by helicopters.

 In early 90's couple of friends and me were playing outside at night in moody ala",FALSE,nautical dusk
1993-09-15T14:00:00Z,15/09/1993 14:00,24/05/2005,Colchester,ENG,GB,cigar,5-7 minutes,420,We saw a large silver and brightly coloured cigar shape  stationary for 5-7 minutes which just dissapeared,FALSE,NA
1975-06-30T13:30:00Z,30/06/1975 13:30,16/01/2015,Oklahoma City,OK,US,circle,1 hour,86400,They're here and always have been I know I've seen them and talk with them we r not along.,FALSE,morning
1989-01-15T23:00:00Z,15/01/1989 23:00,29/10/2015,Destrehan,LA,US,circle,5 minutes,300,Walking home from football practice one evening I was looking up at the clouds and saw a cloud and out of the cloud flew a black circul,FALSE,afternoon
1992-09-16T02:00:00Z,16/09/1992 02:00,31/07/2021,Las Vegas,NV,US,triangle,15 seconds,15,"Air Force jets chased triangular UFO over Las Vegas, NV. one mile west of Nellis AFB",FALSE,afternoon
1978-06-16T00:00:00Z,16/06/1978 00:00,22/01/2000,Lowell,MA,US,cigar,2 min,120,"In summer of 1978 @ age 7,I looked out my third floor window and saw a steadily and slowly moving hot-dog shaped object,red-orange sun-",FALSE,afternoon
1994-06-13T01:30:00Z,13/06/1994 01:30,28/11/2007,Sawgrass,FL,US,other,5 to 6 min.,360,This is an addition to my previous report. Minor details I felt should be included.,FALSE,astronomical dusk
1987-05-27T02:30:00Z,27/05/1987 02:30,06/08/2020,Agawam,MA,US,other,5 minutes,300,Newtown Lights 1987,FALSE,night
1990-08-16T02:30:00Z,16/08/1990 02:30,27/04/2004,Benbrook,TX,US,triangle,6 minutes,360,"Large triangular black craft with tiered colored party type lights, Motionless, noiseless over Lake Benbrook, Texas.",FALSE,astronomical dusk
1992-08-16T03:30:00Z,16/08/1992 03:30,23/01/2016,Lakeview,OR,US,disk,5 minutes,300,Close to a mile wide saucer with windows seen in Southern Oregon in 1992 at dusk..,FALSE,nautical dusk
1994-10-17T14:35:00Z,17/10/1994 14:35,08/02/2005,Kannapolis,NC,US,light,20 seconds,20,brilliant light coming and going,FALSE,morning
1983-08-16T01:00:00Z,16/08/1983 01:00,10/08/1999,Katonah,NY,US,triangle,10 minutes,600,"Driving along Rt.22 approaching the old Cherry Street Bridge, we were the sole witnesses of a craft that hovered silently only 100ft. a",FALSE,astronomical dusk
1992-07-05T06:00:00Z,05/07/1992 06:00,27/04/2007,Seatac,WA,US,unknown,15-20 sec,20,unidentified object in sky over seatac/des moines area,FALSE,NA
1980-09-28T02:00:00Z,28/09/1980 02:00,28/04/2001,Saint Paul,MN,US,light,2 hrs,172800,ufo encounter with missing time,FALSE,night
1978-12-26T01:00:00Z,26/12/1978 01:00,11/08/2004,Naples,Campania,IT,oval,1 hour,86400,UFO Observation,FALSE,night
1982-04-30T16:55:00Z,30/04/1982 16:55,11/05/2005,Johannesburg,Gauteng,ZA,cylinder,6 seconds,6,The above date is a guess but it was reported to the Johannesburg Star who reported that there were other witnesses in rearby suburbs.,FALSE,night
1978-06-02T00:00:00Z,02/06/1978 00:00,15/05/2006,Pensacola,FL,US,oval,10-15 minutes,900,"Pensacola, FL- a space craft of immese size appeared without sound",FALSE,afternoon
1988-07-01T20:00:00Z,01/07/1988 20:00,24/09/2012,Baker,CA,US,light,3 minutes,180,"Ball of light (3' wide) paces car on right side of freeway, then bolts 90 degrees to horizon at unbelievable speed",FALSE,morning
1991-04-16T06:00:00Z,16/04/1991 06:00,27/08/2009,Placerville,CA,US,light,moments,300,"Spring 1991  Placerville,Ca.   Light  5-10 seconds view from patio clear sky  Light outruns 2 jets!!",FALSE,night
1989-02-16T04:00:00Z,16/02/1989 04:00,15/05/2013,Shiocton,WI,US,other,3 seconds,3,Object was silent with a soft yellow glow to it traveling in a straight line at incredible velocity.,FALSE,night
1981-08-15T17:40:00Z,15/08/1981 17:40,06/09/2002,Sultan,WA,US,unknown,five minutes,300,Close incounter over Sultan Basin,FALSE,morning
1977-03-14T23:00:00Z,14/03/1977 23:00,04/03/2022,Riverside,CA,US,circle,over an hour,172800,we looked up in the sky and saw 3 large metallic looking discs hovering way up in the sky. they did not move for an hour,FALSE,afternoon
1989-11-11T20:00:00Z,11/11/1989 20:00,11/01/2002,Dun Laoghaire,NA,IE,disk,1 minute,60,"It was a saucer above with a steel finish and flashing lights that changed colour, it made no sound",FALSE,night
1975-08-17T01:00:00Z,17/08/1975 01:00,15/09/2005,Highlands,TX,US,fireball,3 min,180,Ball of light like a roman candle,FALSE,afternoon
1993-05-28T03:30:00Z,28/05/1993 03:30,07/12/2006,Liberty,KY,US,cigar,10 mins,600,huge black cigar shaped object over central ky.,FALSE,night
1975-06-01T14:00:00Z,01/06/1975 14:00,06/06/2000,Leeds,ENG,GB,light,10 sec,10,"when i was 13 myself and my mother were looking at a car accident appox 200 yards from our address in seacroft leeds uk,we turned to co",FALSE,NA
1989-08-25T03:45:00Z,25/08/1989 03:45,10/08/1999,Accokeek,MD,US,unknown,3-5 minutes,300,"While traveling on the same road for three consecutive nights, at about the same time each night, all power on my vehicle suddenly stop",FALSE,night
1981-11-21T03:00:00Z,21/11/1981 03:00,07/01/2000,Sherwood,OR,US,other,5 min,300,"I looked up in the sky, and right above me, about the height you'd see a landing airplane if you were near an airport, were two flying",FALSE,night
1984-05-02T01:00:00Z,02/05/1984 01:00,09/06/2009,Burnsville,MN,US,rectangle,5 mins.,300,Enormous Rectangle object with rows of red and white lights,FALSE,civil dusk
1994-09-17T22:50:00Z,17/09/1994 22:50,19/03/2002,Elizabeth,NJ,US,disk,3 min,180,i could not identify this object with any known craft although i has study janes and nasa craft for years!,FALSE,civil dusk
1992-07-07T05:00:00Z,07/07/1992 05:00,30/10/2006,Bowling Green,KY,US,other,twenty minutes,1200,FRIGHTENING MIB ENCOUNTER?,FALSE,night
1985-06-16T01:00:00Z,16/06/1985 01:00,22/04/2003,Rolla,MO,US,circle,1 minute,60,I went outside. As soon as I stepped ouside through the front door. I looked up and seen 3 different colored circles in a triangle form,FALSE,afternoon
1977-06-24T05:00:00Z,24/06/1977 05:00,08/10/2007,Boston,MA,US,sphere,10-15 min.,900,Boston Harbor light show,FALSE,night
1991-09-16T04:30:00Z,16/09/1991 04:30,10/03/2017,Canyon,TX,US,fireball,15 minutes,900,((HOAX??))  I have not been compelled to report this incident until a few days ago to the MUFON website. ((anonymous report)),FALSE,night
1981-10-15T23:30:00Z,15/10/1981 23:30,14/02/2008,San Jose,CA,US,disk,7 minutes,420,"Town and Country Shopping Center, dic shaped craft at about 20feet above the ground...around 4:30PM on a Sunday.",FALSE,afternoon
1985-06-16T01:00:00Z,16/06/1985 01:00,07/03/1998,Ladson,SC,US,circle,5 minutes,300,football-sized round.red and green lightssequential in movement.150 ft above trees.moving about 5 mph. heading for Chasn. AFB.,FALSE,nautical dusk
1975-06-24T02:00:00Z,24/06/1975 02:00,27/04/2007,Arlington,TX,US,triangle,1 minute,60,Triangular object with at least 5 round dim lights moving from West at very slow pace.,FALSE,civil dusk
1982-07-20T23:00:00Z,20/07/1982 23:00,28/11/2007,Athol,MA,US,triangle,10 minutes,600,"What i seen was a large dark colored v shaped craft,with 5 sets of lights on it's under side.",FALSE,afternoon
1978-08-11T05:20:00Z,11/08/1978 05:20,09/12/2003,Spokane,WA,US,disk,1 or 2 minutes,120,While I cannot remember the exact date I remember the event very clearly considering it was over 25 years ago and I was only 9-years-ol,FALSE,astronomical dusk
1977-07-26T03:00:00Z,26/07/1977 03:00,31/10/2003,Hebron,KY,US,oval,1 minute,60,Strange very bright lights moving faster that aircraft from west to east.,FALSE,night
1994-08-16T05:30:00Z,16/08/1994 05:30,21/11/2010,Bakersfield,CA,US,triangle,3 min,180,"http://www.nuforc.org/webreports/070/S70525.html  I saw this posting,and recalled a night in 1994.

I was driving a moving truck with",FALSE,night
1993-08-11T01:00:00Z,11/08/1993 01:00,29/09/2004,Frankfort,NY,US,disk,30 seconds,30,Multicolored disk across the street.,FALSE,nautical dusk
1978-06-30T14:30:00Z,30/06/1978 14:30,21/01/2008,Bhandara,Maharashtra,IN,fireball,1 minute,60,Orange Ball at Northern Sky moving from West to East for a minute,FALSE,astronomical dusk
1983-04-15T19:30:00Z,15/04/1983 19:30,21/11/2010,New Orleans,LA,US,oval,2-3 seconds,3,"My story is short but True .  This sighting occurred while fishing in the Mississippi river , in the spring of 1983 , probably April.",FALSE,afternoon
1977-07-15T20:00:00Z,15/07/1977 20:00,17/12/2011,Glasgow,SCT,GB,circle,1 and half min,90,Observed two large shimmering orange sphere's float up into the overcast sky.,FALSE,NA
1980-06-21T00:00:00Z,21/06/1980 00:00,27/04/2004,Bridgeton,NJ,US,circle,3 to 4 min,240,"The UFO flew directly over our heads at roof top level,speed approx 5 mi per hr. emitted no sound.with non flashing multi colored light",FALSE,afternoon
1987-06-01T04:00:00Z,01/06/1987 04:00,20/03/2015,Mount Laurel,NJ,US,light,10 seconds,10,"Ball of Light moved up from trees into the sky, stops and shoots off so fast it left a streak of light behind it.",FALSE,night
1980-07-16T05:00:00Z,16/07/1980 05:00,11/01/2002,Salt Lake City,UT,US,light,30 seconds,30,Bright starlike object over oil refinery in SLC zig zag over mountainside & went straight up at high speed,FALSE,night
1984-08-26T21:00:00Z,26/08/1984 21:00,31/08/2014,Altha,FL,US,cylinder,30 minutes,1800,The object hovered behind a cloud for close to a half hour and if it was a helecopter it would have made a sound.,FALSE,afternoon
1990-01-02T01:00:00Z,02/01/1990 01:00,22/09/2016,Eastland,TX,US,light,5 minutes,300,Moving lights.,FALSE,astronomical dusk
1983-05-15T04:00:00Z,15/05/1983 04:00,10/03/2011,Roslyn,NY,US,disk,3 minutes,180,Spacecraft hovering with bluish lights from rectangular windows ( 8 ) enormous in size - quiet - peaceful,FALSE,night
1993-09-23T05:30:00Z,23/09/1993 05:30,30/12/2016,Oshkosh,WI,US,disk,2 minutes,120,Two military jets chasing illumnated object over Wisconsin.,FALSE,night
1978-08-19T00:00:00Z,19/08/1978 00:00,17/01/2004,Harvey,MI,US,disk,3-5+min,300,We could see human forms in a window like windshield on this air craft that silently hovered!,FALSE,afternoon
1979-12-04T20:00:00Z,04/12/1979 20:00,15/09/2005,Burnley,ENG,GB,teardrop,2 mins,120,"Hi my name is Mark,i was nine at the time i saw what now i percieve as a dream and i cannot differenciate as anything other than that b",FALSE,night
1994-04-16T06:00:00Z,16/04/1994 06:00,18/02/2001,Prescott,AZ,US,rectangle,3 minutes,180,rectangular object and sound of object.,FALSE,night
1976-07-16T02:30:00Z,16/07/1976 02:30,16/07/2006,Memphis,TN,US,light,5-7 minutes,420,Bright white light in rural area of Memphis in 1976 responds to kid's and their sealed beam flashlight.,FALSE,nautical dusk
1977-01-02T04:00:00Z,02/01/1977 04:00,14/02/2010,Westminster,CA,US,disk,5 minutes,300,"There were two ships, saucer shaped, silver grey..like pewter, soundless, drifting over our neighborhood like silent boats on the water",FALSE,night
1990-02-16T01:17:00Z,16/02/1990 01:17,18/02/2001,Brockton,MA,US,triangle,4 min,240,An object stops dead in it's track!,FALSE,night
1980-08-07T08:00:00Z,07/08/1980 08:00,05/02/2003,Tillamook,OR,US,rectangle,2 minutes,120,"It was big as a football feild with lit up windows, i could see movement inside, it was so low & slow i could see alot of detail.",FALSE,night
1977-06-02T05:00:00Z,02/06/1977 05:00,28/01/1999,Simi Valley,CA,US,disk,15 min.,900,"Noticed red lights to the north of Simi appearing to be in the mountains, girlfriend thought she was seeing Magic Mountain",FALSE,night
1994-05-16T00:00:00Z,16/05/1994 00:00,10/01/2009,El Centro,CA,US,triangle,10 mins,600,Huge triangle being followed by an F-16 in the california desert..,FALSE,afternoon
1987-09-02T00:00:00Z,02/09/1987 00:00,05/08/2012,Hewlett,NY,US,disk,less than 1 minute,30,LILCO Lot Sighting,FALSE,nautical dusk
1982-06-19T20:00:00Z,19/06/1982 20:00,07/12/2006,Chicago,IL,US,disk,45 seconds,45,Silver metallic disc observed at Roseland little league baseball field.,FALSE,afternoon
1980-10-09T11:45:00Z,09/10/1980 11:45,27/10/2004,Wind Lake,WI,US,disk,30 minutes,1800,Disk hovering over field,FALSE,civil dawn
1992-04-09T04:00:00Z,09/04/1992 04:00,31/10/2003,Ventura,CA,US,disk,10 min,600,"Disc shaped object, multi colored lights around perimeter of the disc, bright spot light shining from bottom of craft, comfirmation",FALSE,night
1986-11-04T03:30:00Z,04/11/1986 03:30,01/02/2007,Arvada,CO,US,sphere,less than 1 minute,30,"3 large blue spherical objects spotted in Arvada, Colorado in late 1986",FALSE,night
1992-06-25T23:30:00Z,25/06/1992 23:30,23/12/2002,Granite Shoals,TX,US,disk,5 minutes,300,object was about 6 feet in diameter. the center of the saucer stood still as the top and  the bottom of it rotated in a very fast motio,FALSE,afternoon
1994-07-15T21:30:00Z,15/07/1994 21:30,01/02/2007,Caldwell,ID,US,triangle,5 minutes,300,Copper Triangular UFO hovers over field then disappears in 1994,FALSE,afternoon
1993-12-18T21:00:00Z,18/12/1993 21:00,17/09/2000,Valencia,CA,US,oval,5 min,300,"Sighting: Valencia, Ca @ I-5 and 126 interchange.  Object in cloud hovers/manuevers then lightening bolt strikes at same location.",FALSE,afternoon
1983-06-30T22:00:00Z,30/06/1983 22:00,12/04/2013,San Diego,CA,US,other,12 minutes,720,SILVER UFO OVER CENTER DOWNTOWN SAN DIEGO.,FALSE,afternoon
1989-06-02T03:00:00Z,02/06/1989 03:00,30/10/2006,South Elgin,IL,US,unknown,45 sec,45,"flashing, tall, white strobe lights over an Illinois cornfield",FALSE,astronomical dusk
1978-09-17T01:00:00Z,17/09/1978 01:00,01/02/2019,New Castle,PA,US,unknown,2 minutes,120,Bright lights were blinding us and we heard a soft hum.,FALSE,night
1990-08-08T19:00:00Z,08/08/1990 19:00,07/08/2011,Huntington Beach,CA,US,sphere,30 minutes +,1800,Four Round Metallic Spheres in California,FALSE,NA
1994-06-09T04:30:00Z,09/06/1994 04:30,28/01/1999,Idaho Falls,ID,US,changing,10 min.,600,"Strange, form-changing objects seen over Idaho Falls.",FALSE,astronomical dusk
1992-11-29T06:30:00Z,29/11/1992 06:30,19/03/2009,Los Angeles,CA,US,other,4.5 hrs,388800,"Bright white football shaped object, turned neon green and shot off horizontally  500 Lights On Object0: Yes",FALSE,night
1988-06-10T16:00:00Z,10/06/1988 16:00,28/01/1999,Atlanta,GA,US,other,1-3 minutes,180,The craft was shaped like a dumb-bell,FALSE,morning
1994-03-11T05:30:00Z,11/03/1994 05:30,02/04/1999,Mesa,AZ,US,triangle,90 seconds,90,"I saw a black craft floating in the air, no noise or anything.  When I got out of my car to see what was going on, it left.",FALSE,night
1979-06-02T03:40:00Z,02/06/1979 03:40,02/03/2004,Attica,MI,US,disk,10-15 minutes,900,I am reporting this as it has been a long time and has bothered me for quite some time.  I was about 7 or 8 at the time my parents and,FALSE,night
1984-07-26T00:00:00Z,26/07/1984 00:00,08/11/2005,Suffolk,VA,US,sphere,5-10 minutes,600,"Large, orangey colored sphere rose slowly from behind trees in the distance and traveled silently across the sky.",FALSE,afternoon
1994-04-07T14:00:00Z,07/04/1994 14:00,20/11/2002,Jackson,MI,US,light,3-4 min.,240,"Small light seen in jackson, michigan",FALSE,morning
1994-10-16T06:00:00Z,16/10/1994 06:00,27/04/2004,Molalla,OR,US,other,3 minutes,180,"black object in sky traveling above river, circle of light appearing to come from it lighting up river in just that area of light",FALSE,night
1993-02-10T00:30:00Z,10/02/1993 00:30,28/01/1999,Warner Robins,GA,US,triangle,2 minutes,120,"Riding in car, looked up and saw a triangular shaped object moving almost parallel with the car. When I turned the object disappeared.",FALSE,night
1980-03-24T21:00:00Z,24/03/1980 21:00,07/03/1998,Westminster,CO,US,disk,5 seconds,5,"A disc shaped object was floating above, the color was a orangish red and glowing, took off at a blink of an eye.

My name is Dave an",FALSE,afternoon
1979-05-22T02:00:00Z,22/05/1979 02:00,09/05/2003,Brady,TX,US,unknown,5 mins,300,Low object over roof of house,FALSE,nautical dusk
1993-08-21T06:30:00Z,21/08/1993 06:30,28/01/1999,Lancaster,CA,US,triangle,2 minutes,120,there was a meteor shower that we went to watch at the park. three triangle shaped craft passed by 500 - 1000 feet overhead,FALSE,night
1993-08-08T22:00:00Z,08/08/1993 22:00,12/12/2009,Marion,VA,US,other,1 minute,60,"hard metal octagon shaped object floating away above tree tops in marion, va in summer of 1993",FALSE,afternoon
1993-06-15T11:00:00Z,15/06/1993 11:00,03/06/2010,Kirkland,WA,US,circle,1 minute,60,"Blue sphere moving slowly at low altitude, stopping twice to hover over road and then lake, vanishing with incredible speed",FALSE,NA
1991-05-11T21:00:00Z,11/05/1991 21:00,08/07/2004,Huntington Beach,CA,US,other,2 minutes,120,Burning Magnesium Orbs,FALSE,afternoon
1979-10-10T04:00:00Z,10/10/1979 04:00,16/04/2005,Poughkeepsie,NY,US,chevron,15 minutes,900,"1/4 moon-like,  its 'chord' or flat side parallel to horizon,  bright orange-red glow,  completely silent, no features.",FALSE,night
1993-06-01T18:00:00Z,01/06/1993 18:00,01/08/2003,Pittsburgh,PA,US,sphere,15 sec,15,"sphere sighted at ""top of the triangle"" resturant in pittsburgh, pa...",FALSE,afternoon
1986-06-30T21:00:00Z,30/06/1986 21:00,02/12/2000,Seattle,WA,US,other,5 min.,300,"I saw a black, worm-like,flying object similar to that reported 10/8.  The wx was clear and sunny and the wind was northerly. I was in",FALSE,NA
1978-07-30T04:30:00Z,30/07/1978 04:30,01/04/2000,Highland,IN,US,disk,3 minutes,180,I looked out my window to see a disc shaped object hovering about less than 100 ft. over my house.,FALSE,night
1993-04-15T07:00:00Z,15/04/1993 07:00,14/02/2006,Virginia Beach,VA,US,circle,1 min,60,Bright flash and blue ring of fire emitting vapor trail,FALSE,night
1977-08-05T00:45:00Z,05/08/1977 00:45,07/08/2007,Toronto,ON,CA,other,15-20 mins,1200,Pear shaped silver craft with wheel of colours close encounter,FALSE,civil dusk
1979-06-16T04:00:00Z,16/06/1979 04:00,14/08/2007,Jonesboro,AR,US,unknown,4 min,240,stars start mooving from dead stop,FALSE,night
1990-06-10T09:30:00Z,10/06/1990 09:30,17/07/2015,Stockton,CA,US,sphere,20 minutes,1200,"I also saw a UFO.  Well it was a friend and i who saw it,in Stockton,Ca in mid June of 1990 we were fishing.it was a red glowing sph",FALSE,night
1990-06-01T18:00:00Z,01/06/1990 18:00,27/03/2014,Santa Rosa,CA,US,sphere,3 minutes,180,Floating translucent sphere floats right by,FALSE,morning
1975-06-16T01:00:00Z,16/06/1975 01:00,16/04/2005,Minneapolis,MN,US,triangle,5 minutes,300,"Sighting of triangle object and caveman (yeah, I know--sounds like I am out of my mind, but there were two of us)",FALSE,afternoon
1976-06-16T01:00:00Z,16/06/1976 01:00,13/04/2010,Brentwood,NY,US,disk,3-5 minutes,300,I might be a match for a report in your database,FALSE,nautical dusk
1979-02-01T10:30:00Z,01/02/1979 10:30,16/04/2005,Lake Arrowhead,CA,US,circle,3 min,180,"My husband, 3 children, and I moved to LK Arrowhead in 1971. We were both Fine Artists. We wanted to get away from Los Angeles, the sch",FALSE,night
1977-06-16T03:30:00Z,16/06/1977 03:30,12/10/2001,Sacramento,CA,US,disk,5 min,300,at least 300 foot dia.  50 foot  in height . Light from bottom center. light from square ports 10 ft. by 10 ft.,FALSE,afternoon
1992-05-20T21:00:00Z,20/05/1992 21:00,30/04/2004,San Lorenzo,CA,US,circle,5 min,300,"Circular, 2 storys, rotating mirrored windows",FALSE,NA
1979-09-16T03:30:00Z,16/09/1979 03:30,21/12/2017,Cold Lake,AB,CA,disk,45 minutes,2700,"My father and I were coming back from a day of fishing and hunting on a lake NW of Cold Lake. It was approx., 9:30 at night, dark. We w",FALSE,night
1989-10-02T01:00:00Z,02/10/1989 01:00,21/11/2010,Jacksonville,IL,US,circle,five minutes,300,"Three gold circle UFOs fly in formation, warp drive away and disappear.",FALSE,astronomical dusk
1994-09-16T00:00:00Z,16/09/1994 00:00,02/12/2000,Kingston,NY,US,triangle,10 mins,600,"Kingston, NY Sighting",FALSE,astronomical dusk
1993-08-01T21:00:00Z,01/08/1993 21:00,19/03/2002,Warrenton,VA,US,circle,5 minutes,300,It was a silver round disk with a dome centered ontop alot like the ones in the 1950s space movies,FALSE,afternoon
1986-06-01T08:00:00Z,01/06/1986 08:00,07/08/2007,Redcliffe,Western Australia,AU,other,2 minutes,120,It was late afternoon and I was about to set up for fishing on the beach it was completely blue sky no clouds I looked out towards More,FALSE,afternoon
1978-07-28T02:00:00Z,28/07/1978 02:00,04/03/2003,Fort Stockton,TX,US,light,10 minutes,600,My sister and I wear driving south on state hwy 67 toward Alpine from Fort Stockton when I noticed 3 red lights lined up against a clif,FALSE,civil dusk
1981-06-15T09:00:00Z,15/06/1981 09:00,21/03/2003,Reading,ENG,GB,disk,1 minute,60,"Bright silver disc flying alongside Concorde, before flying off at extreme speed",FALSE,NA
1975-12-01T07:00:00Z,01/12/1975 07:00,17/01/2004,Edgewater,FL,US,fireball,1 hour,86400,lg glowimg ball Florida 1975  S. of Edgewater  after midnight maybe around 2:00 for an hr. jit looked floating ground level,FALSE,night
1992-06-01T23:00:00Z,01/06/1992 23:00,02/06/2017,Enfield,CT,US,sphere,10 minutes,600,3 glowing sheres were interconnected and moved as one body.,FALSE,afternoon
1976-11-01T07:00:00Z,01/11/1976 07:00,11/04/2014,Fujisawa,Kanagawa,JP,other,30 seconds,30,"A big, black, round, & spinning UFO with a WAVY EDGE slowly moving across the sky in a straight line in Japan.",FALSE,afternoon
1980-07-01T03:00:00Z,01/07/1980 03:00,13/03/2012,Athens,TX,US,light,30 seconds,30,"I saw light moving, in my experience in an inexplicable manner, then at incredible speed disappearing into the sky at  near verticle.",FALSE,astronomical dusk
1978-09-10T04:00:00Z,10/09/1978 04:00,12/12/2009,Imperial Beach,CA,US,other,2 minutes,120,Man is mysteriously moved several blocks and sees a silent balck helicopter with yellow lit cockpit,FALSE,night
1994-06-19T03:00:00Z,19/06/1994 03:00,10/10/2011,Richmond,VA,US,oval,2-3 minutes,180,A bunch of us were playing B Ball and we all saw three OFOs lit up white.,FALSE,night
1975-10-10T21:00:00Z,10/10/1975 21:00,14/02/2008,North Charleston,SC,US,light,5-6 minutes,360,Several Flashing UFO lights over Charleston Naval Base in S.C.,FALSE,afternoon
1978-07-20T06:00:00Z,20/07/1978 06:00,02/09/2005,New York City,NY,US,triangle,2-3 min.,180,"Retired Police Officer:Triangle shape, with 6 glowing red lights, seperated and shot across the sky (left to right) then came together.",FALSE,night
1977-01-14T07:45:00Z,14/01/1977 07:45,04/02/2016,Houston,TX,US,oval,1 hour,86400,"((HOAX??))  At Milby Park, near junction of 610and hwy.225. Extremely cold nite for Houston.",FALSE,night
1981-09-07T08:00:00Z,07/09/1981 08:00,18/02/2001,Solomon,KS,US,other,several minutes,300,"it was scary, and i was 5!",FALSE,night
1982-12-26T00:00:00Z,26/12/1982 00:00,13/03/2012,High Point,NC,US,light,3 to 4 mins,240,Object appearing to fly in formation with airliner before radically maneuvering away from it.,FALSE,night
1990-08-26T05:00:00Z,26/08/1990 05:00,13/04/2017,Townsend,MT,US,triangle,3 seconds,3,Observed three triangular luminescent objects in delta formation pass silently overhead very quickly.,FALSE,night
1990-02-02T02:00:00Z,02/02/1990 02:00,24/05/2005,Brigantine,NJ,US,unknown,10 min,600,"Light hovering over beach, went dim, moved and became bright again due to my approach.",FALSE,night
1983-10-26T00:55:00Z,26/10/1983 00:55,18/03/2014,Orange,MA,US,diamond,1 minute,60,Flying object from north orange down east rd.,FALSE,night
1985-06-20T17:00:00Z,20/06/1985 17:00,21/03/2019,Conway,AR,US,sphere,few hours,259200,"At night around 11:00 pm, or midnight, i was Compelled too look through my bedroom window and saw a White Light Sphere with no light up",FALSE,morning
1991-11-02T02:00:00Z,02/11/1991 02:00,28/11/2007,Bremen,GA,US,disk,2-3 minutes,180,"My TV went off and I felt that something or someone was ""fooling"" with me and watching me",FALSE,night
1994-06-02T01:00:00Z,02/06/1994 01:00,14/02/2006,Lacey,WA,US,rectangle,30+minutes,1800,Large carrier escorted by military copters over Puget Sound area.,FALSE,NA
1989-10-11T04:00:00Z,11/10/1989 04:00,27/04/2004,Centralia,WA,US,triangle,1 minute,60,"A huge triangularly shaped silent object that blotted out 25 degrees of the sky, lighted by four glowing points.",FALSE,night
1989-05-02T03:00:00Z,02/05/1989 03:00,15/05/2006,Tuttle,OK,US,formation,all night,21600,Lights over Oklahoma City,FALSE,astronomical dusk
1984-09-16T00:00:00Z,16/09/1984 00:00,15/05/2006,Schuylkill Haven,PA,US,triangle,2 minutes,120,Triangular craft with bright white lights on corners was observed above building.,FALSE,nautical dusk
1991-06-02T03:30:00Z,02/06/1991 03:30,12/06/2007,Canton,NY,US,light,3 minutes,180,"Three, blue, circular lights were hovering in a triangle formation over a field in Northern, NY in June 1991.",FALSE,night
1991-03-27T02:30:00Z,27/03/1991 02:30,21/02/2014,Wishek,ND,US,sphere,2 minutes,120,Double sphere object came floating in. Stopped and then  sped off at lightning speed.,FALSE,astronomical dusk
1980-06-30T21:00:00Z,30/06/1980 21:00,03/02/2017,Charlotte,NC,US,cigar,10 minutes,600,Cigar shape craft with lights inside over Charlotte,FALSE,afternoon
1978-06-02T01:00:00Z,02/06/1978 01:00,22/01/2000,Fort Hood,TX,US,circle,15 minutes,900,"Army seargeant in CQ on a friday night accompany by a private runner, Left office to check the quarters, surprised to see such a clear",FALSE,afternoon
1988-07-01T23:30:00Z,01/07/1988 23:30,24/02/2007,Yardley,PA,US,triangle,30 minutes,1800,U.S. Government tape of UFO's,FALSE,afternoon
1979-04-13T03:00:00Z,13/04/1979 03:00,09/04/2004,East Providence,RI,US,chevron,60-70 seconds,70,V shaped (Chevron shaped ) Craft appeared to just clear the top of the Water Tower,FALSE,night
1988-06-29T22:00:00Z,29/06/1988 22:00,07/04/2017,Becej,Vojvodina,RS,circle,>1 hour,172800,I was a kid and had a window at my bed and often i would stare out the window at night from the bed and look at the stars until i fell,FALSE,NA
1990-07-15T05:00:00Z,15/07/1990 05:00,30/10/2012,Lancaster,PA,US,other,30 minutes,1800,Massive sky full of various size UFO's,FALSE,night
1975-10-26T03:25:00Z,26/10/1975 03:25,02/04/1999,Muscatine,IA,US,circle,10 to 12 sec,12,"A formation of approx. 16 round fire orange guided craft entered the western sky at ""10 o'clock"" attitude. As I was watching the clear",FALSE,night
1987-04-01T06:00:00Z,01/04/1987 06:00,14/02/2006,East Helena,MT,US,triangle,5 mins,300,"Triange hovers over highway, moves at increasing speed over highway then disappears",FALSE,night
1993-11-25T23:00:00Z,25/11/1993 23:00,12/10/2001,Mesquite,NV,US,other,5 min. approx.,300,"Two adults driving see ""metallic"" objects in sky.  Look like commercial aircraft but no movement.  Watch objects for a couple of minute",FALSE,afternoon
1978-08-12T07:00:00Z,12/08/1978 07:00,04/02/2013,Des Moines,IA,US,triangle,30 seconds,30,Boomerang shape many light made no sound.,FALSE,night
1986-09-01T21:00:00Z,01/09/1986 21:00,05/08/2001,Valparaiso,Valparaiso,CL,sphere,hours,18000,Mass sighting of a shiny metallic sphere,FALSE,afternoon
1977-04-21T02:00:00Z,21/04/1977 02:00,29/01/2016,Xenia,OH,US,disk,hours,18000,Disk crashed into oak tree wedging itself about 20ft off ground and the heat coming off it caused tree sap to boil into dense fog.,FALSE,night
1993-05-15T21:30:00Z,15/05/1993 21:30,11/01/2002,Branford,CT,US,diamond,10 minutes,600,Two objects with alternating blinking red lights move toward each other and forms a single object with four lights that speeds away.,FALSE,afternoon
